,SPY_BuyHold,A_52W_High_Contrarian,B_Price_SMA200,C_12M_Losers,D_Value_Momentum
2012-02-29,0.043405810366685005,0.06355787359848282,0.04077866916872734,0.03289111452122355,0.02883478786726079
2012-03-31,0.03216373852104715,-0.022942878179761796,0.009052284199709316,-0.029075551510265463,0.010297466640822029
2012-04-30,-0.006676031907202784,-0.03356838794498973,0.00039131372187775073,-0.04630220030282976,-0.000496280915610936
2012-05-31,-0.060055405121354544,-0.09102857870955672,-0.08275373238401322,-0.08549196873664548,-0.11853422599994642
2012-06-30,0.0405809171235636,0.06773313800694096,0.03053730785630233,0.07921801263324639,0.033423366504173435
2012-07-31,0.011829885835054288,-0.04994001960066206,-0.02396153181445948,0.028722979371599178,-0.0998136852965917
2012-08-31,0.025052302809607907,-0.0030405647180854036,0.10182063696586115,0.004477940638897349,0.02041660484918175
2012-09-30,0.025351155402167258,0.05287090235305427,0.0658963417767862,0.061181614940831096,0.040242050093911574
2012-10-31,-0.018198239583448905,-0.09856912526099189,-0.032779003282640495,-0.14259958163633252,0.019820322039468152
2012-11-30,0.005659970508972378,0.03113201448616738,0.05598265737934009,-0.004414353036496332,0.017022329093643585
2012-12-31,0.008934275439618444,0.024439717973620857,0.003400480073128831,0.024439717973620857,0.026956634968705817
2013-01-31,0.05119038911521523,0.001124289133671641,0.01751498675389882,0.04138949192877002,0.020180775734367475
2013-02-28,0.012758469882426127,0.001962585801789607,0.012650838844460877,-0.011286839370445324,-0.04048754214432502
2013-03-31,0.03797116492885655,0.013172076013453892,-0.0008144423871442985,0.02619617489082269,0.015203720655394149
2013-04-30,0.019212749943858798,-0.012077847055676183,-0.04441038907823287,0.013606381095032339,0.032634474752809076
2013-05-31,0.02360910073784317,0.049180752725771895,-0.028517974073708752,0.049180752725771895,0.09845976713845003
2013-06-30,-0.01334397980166746,-0.08363635093140982,-0.10975402597138273,-0.04822850526367286,-0.002822959557533711
2013-07-31,0.051676789896772934,0.03428042766662147,0.07324554285313875,0.1291755259965495,0.056407241888350154
2013-08-31,-0.029992689635302994,0.06532695624134903,0.06075640504812354,0.06532695624134903,0.03345551634074586
2013-09-30,0.031646409984876334,0.0505223835391291,0.0019100175194052716,0.007927186804181873,0.05136937010993374
2013-10-31,0.0463067393212202,0.018898630844980092,0.0024831467574804255,0.05961728140097113,0.032754321653379014
2013-11-30,0.029637857972812043,-0.01218247996073516,-0.03555312124068231,-0.03555312124068231,0.026281059631917757
2013-12-31,0.025926465141608235,0.04753490851622031,0.0058877292451681605,0.010865431483254607,0.047416834679006904
2014-01-31,-0.03524841891628161,0.011622273408048467,0.0026335641451395997,0.03951422976919192,-0.04834246111142275
2014-02-28,0.045516034492511404,0.06313187897836825,0.07089166431973441,0.05924987464677809,0.058211477671136214
2014-03-31,0.008295190768470295,-0.005500230503271575,0.03159786459667222,-0.01740594725081144,0.007092546028846703
2014-04-30,0.006952002329867701,-0.020426248145338045,-0.02077072239668687,-0.003910318086430986,0.008212164246792653
2014-05-31,0.023206365516401872,0.01862762400399729,0.026985143453060734,0.019334434825538805,0.011997405759774126
2014-06-30,0.02064477220684946,0.10614099315910792,0.07803813867365365,0.045366615729147464,0.057205541737760025
2014-07-31,-0.013437558507156333,-0.06581553297482937,-0.0027742126705844862,0.015997641081365387,-0.052226621573488605
2014-08-31,0.039463648090512615,0.053599555997550105,0.03843416373370738,-0.012739011270348577,0.03770837163989438
2014-09-30,-0.013796568180659996,-0.08517069509003812,-0.05627018427666106,-0.042301067887658486,-0.06284072651437642
2014-10-31,0.023550848828567394,-0.08823252675092774,-0.08823252675092774,-0.04351885691296551,0.007789853775173628
2014-11-30,0.02747226519061652,0.014300350193467936,-0.04039845912457909,0.003659266233697833,0.013946270959334562
2014-12-31,-0.00253678485169917,-0.11809431756653081,-0.05746233249280297,-0.03031314278538677,0.0040784091009018475
2015-01-31,-0.029629313089237552,-0.06192099603597305,-0.013816025352029105,0.023775846519060596,-0.0022101763147546636
2015-02-28,0.056204621182660786,0.0826559488099456,0.08887452624508559,0.07480976315887544,0.07837724291331032
2015-03-31,-0.015705684666528996,-0.07537242893841259,-0.05572612466318625,-0.06028561359297455,-0.0021768823641847403
2015-04-30,0.009833815536024915,0.09075768239855161,0.09624781297529761,0.044982432167143684,0.038882925568166436
2015-05-31,0.012856357570702803,-0.008284701344333723,0.016746119650669057,-0.019460744985457624,0.0015906115993452375
2015-06-30,-0.020312173198664518,0.03959435327497647,-0.001216143784507362,-0.006256646791879738,-0.0034713277050383517
2015-07-31,0.0225893597258211,-0.13931785180941852,-0.14205698956896057,-0.13931785180941852,-0.017970611344058196
2015-08-31,-0.060949935504292396,-0.037278465925144964,-0.037278465925144964,-0.030053010995904274,-0.023843231813175603
2015-09-30,-0.02551622144487664,-0.08139913648161692,-0.07049855724353074,-0.0806641552919601,-0.0409301248253318
2015-10-31,0.08505952852373388,0.07079880808284109,0.10046308082467115,0.06842108166181027,0.08388669831620361
2015-11-30,0.0036551722756337224,-0.06232306576726767,-0.06797519267315981,-0.030104141063217994,0.0339459193085486
2015-12-31,-0.017282544513751552,-0.005806340378646535,-0.04952450674678166,0.013354418153813729,0.012767035206175592
2016-01-31,-0.04978651178357818,-0.08935576215005274,-0.059441389573029024,-0.15163073079966832,-0.020007011177020327
2016-02-29,-0.0008262982738813651,-0.04987787258690204,-0.030666383341131455,-0.044993655056008316,0.022371815481183187
2016-03-31,0.06726659650980471,0.11257232530545451,0.1450015005679178,0.11694632347204474,0.14531337355575116
2016-04-30,0.0039410549052105726,0.09212165507318962,0.05821329454826742,0.10146238293747697,0.08034995048339352
2016-05-31,0.01701167405699522,-0.006252043546489339,0.03928338463106775,-0.007176520077297322,0.02509133434721409
2016-06-30,0.0034757292608347257,0.04951237532052046,0.020262429433774078,0.05450185270517418,0.047995642980195916
2016-07-31,0.03647116294851571,0.035398079463641506,0.09287773456981085,0.01754069550918389,-0.026945213951660007
2016-08-31,0.0011979472156404825,0.017913409781173527,0.020795076219031382,0.04067627750560556,0.03834209417244814
2016-09-30,5.7788742064524e-05,0.02286622300467762,-0.02115485656148226,0.01749968865788194,0.02946332201369293
2016-10-31,-0.017337096187614254,0.020312716521374008,0.030613004882560337,-0.03757255253805101,-0.04990287559890838
2016-11-30,0.03683823103155914,0.0630121213491763,0.02044169559397917,0.0630121213491763,-0.016901701209294306
2016-12-31,0.020272008048628276,0.028325508701556125,0.015302404339388764,0.05892036918369192,0.012024243432639881
2017-01-31,0.01789459765245316,0.08766996507766214,0.06858276092204574,0.0209939109281565,0.08221754048412273
2017-02-28,0.039291590965885526,0.06754870315780434,-0.00869068554881276,-0.017254777865396132,6.21053032810126e-05
2017-03-31,0.0012500178882770552,0.06094776663639201,0.02367990847216055,0.02607814320685744,-0.017885078824853507
2017-04-30,0.009925871964157285,-0.024660269465848095,0.0014587768932579292,0.024317654989146932,-0.013067714192134506
2017-05-31,0.014113141742397861,-0.02879500936789412,-0.024837251429773645,-0.0006904851584444538,-0.03649300572646674
2017-06-30,0.006374895643945999,0.009095380349063875,-0.011593682875860134,-0.020418117654353772,0.03731177718686649
2017-07-31,0.02055403721522331,0.06303630855956602,0.0133437846616417,0.0225215035181624,0.06551035904212296
2017-08-31,0.0029178056346557124,0.022676654505673688,-0.010020577322506209,0.028797921162951344,0.020968545564804965
2017-09-30,0.020149576847172668,0.02696033770503592,0.04678458238419769,-0.02848939257801819,0.012376276917646933
2017-10-31,0.023563929722258736,-0.04341869507175666,-0.0007944151843625402,-0.011773681832224714,0.053058719787998185
2017-11-30,0.03056622220828631,-0.009902464688257817,0.0033473131149851067,0.007798444573205443,0.009995217417525093
2017-12-31,0.01212753650709919,-0.018652017569689615,-0.018652017569689615,-0.0012313421857089058,0.029467770847076902
2018-01-31,0.056359291984600546,0.17385668625832654,0.13888158136559453,0.02935029380895815,0.04873505144643438
2018-02-28,-0.036360423763875827,-0.06798884294216383,-0.0441961856393964,-0.053817079807096914,-0.008970358284761315
2018-03-31,-0.027410702358038108,-0.032361652935913976,0.010369998815111336,0.009750705835067675,-0.02628986401252371
2018-04-30,0.005168381553391166,0.03338601670278078,0.05038589473071646,-0.007318948118184209,-0.012454906088842676
2018-05-31,0.024309149266361185,0.07062951706017875,0.08706409400981621,0.062291416304710065,0.07632629186427964
2018-06-30,0.005750683426342329,0.04658085643485903,0.021777490458594517,0.050838583872528334,-0.03118982003855688
2018-07-31,0.037046436470377975,0.023194343529938478,0.03988866688063695,0.007549033398734628,0.03841402084444985
2018-08-31,0.03191995259671199,0.007896704820359335,-0.041266280214445804,-0.00753200583333411,0.0384344080716702
2018-09-30,0.005945494476838453,0.013048292612959922,0.03618482357178754,0.009726191362275528,0.010249936380593239
2018-10-31,-0.06910402162864304,0.00037686034848136705,0.01389279920801545,0.05060414999103187,-0.015676681907504486
2018-11-30,0.018549326686336354,-0.007358891199865325,-0.03896568542180436,0.01053741227045435,-0.015616899192646194
2018-12-31,-0.08804868802857924,-0.10643477878015983,-0.04934186268204177,0.00431254839601185,-0.10191402389759081
2019-01-31,0.08006589016350874,0.1737365546350318,0.16857080268037722,0.11710038676796346,0.12204665780959982
2019-02-28,0.0324158720389085,0.09564117516752033,0.09376560602650814,0.09972539334437766,0.03188344421650165
2019-03-31,0.01810058306668272,0.05530334110915473,0.0828552267147821,0.05028858487046188,-0.04043653980329147
2019-04-30,0.04085226278549059,0.007074097444051519,-0.02460088351438481,-0.0009714545248386442,0.02920249992641284
2019-05-31,-0.063771509005774,-0.16889612789398512,-0.13490701241222525,-0.15195819026323862,-0.08763660588323594
2019-06-30,0.06958689578887456,0.11828838360840581,0.08048053917542959,0.14112643656659474,0.11064203566972423
2019-07-31,0.015118867573788775,0.02784168766956092,0.046915934321733646,0.013708498832701999,0.008322596544919158
2019-08-31,-0.016742898347221535,-0.04669444219929475,-0.062107842867278176,-0.06674022204395003,-0.05217878039270387
2019-09-30,0.019457988791247383,0.04060137557686509,0.04063756393690232,0.033901949107180605,0.001261429078739562
2019-10-31,0.02210454333140044,0.10530506383215366,0.09348237167323017,0.09188032539937681,0.05081415143404615
2019-11-30,0.03619822435754072,-0.0652305999941362,-0.03338143563810272,-0.0027912953084976654,0.0036296502153531527
2019-12-31,0.029055328103842815,0.054545799771144196,0.046116305969588135,0.10000413155423911,0.06069297139807448
2020-01-31,-0.00040363730916603835,-0.04579371058607455,-0.004758439105185475,0.0008977582017304586,0.033369845410569
2020-02-29,-0.07916618188548341,-0.11827378836848874,-0.12178828805298861,-0.09088009519404947,-0.09372159722016793
2020-03-31,-0.12487092388707899,-0.16096921577465853,-0.22131417652211144,-0.25171846646759866,-0.14506671022241327
2020-04-30,0.12698352346856612,0.03482918448008223,0.09324439987111846,0.037984245035558084,0.19834202705384288
2020-05-31,0.04764517021367043,0.04530319568777648,0.007276539642605662,0.04530319568777648,0.043441336615478485
2020-06-30,0.017734533796955887,0.017184237101284094,0.00702831349253541,0.017184237101284094,-0.008855393967881264
2020-07-31,0.0588919066294189,0.034477963925085106,0.03278229044795711,0.011943259851925504,0.08551538954016528
2020-08-31,0.06979711266237798,0.0923979297009561,0.13795471856559544,0.0923979297009561,0.018522826394205216
2020-09-30,-0.037443788219622576,-0.09494888203749782,-0.08808000005600485,-0.09494888203749782,-0.014357699793724098
2020-10-31,-0.024933660529949053,-0.02201293480148636,-0.016560191679930857,-0.02566184626718999,0.022582118775557204
2020-11-30,0.10877702971658865,0.16354910707235887,0.21433206337071073,0.16354910707235887,0.11519245315447715
2020-12-31,0.037048116839896394,0.04985804296366898,-0.001587591717853476,0.02445666889458571,0.07773083304059117
2021-01-31,-0.010190274002153,0.022218434357473192,-0.012764849997588822,0.02407403617718491,-0.011505724381406535
2021-02-28,0.027805453084774445,0.1414221922149073,-0.009280961848751823,0.1651843691879185,0.06867723230301619
2021-03-31,0.045399423387785465,-0.055415478813160134,-0.0014196307809906106,0.015564658584985503,0.03768805768871493
2021-04-30,0.05291033436712156,0.0282663336290929,0.04156781600127633,0.07787427827671367,0.012366169193928722
2021-05-31,0.006566094877794804,-0.10734300994308818,0.013023185900580492,0.01691739677695998,-0.03898350434576259
2021-06-30,0.022427511353666718,0.19358728578190157,0.1368224196950641,0.04729183973479099,0.1206562270794187
2021-07-31,0.0244124422101204,-0.039805419488416316,-0.029880351684037243,0.026060411962725814,-0.034301592683227654
2021-08-31,0.029759719325045175,0.08510979741745137,0.05043740020377556,0.0003871113784614799,0.00668347560175857
2021-09-30,-0.046605399138025305,-0.09025187360168134,-0.06178254413517374,-0.02529692356819375,-0.040325149475144116
2021-10-31,0.07016382563962442,0.08777452964929507,0.08776886546517115,0.01547274415446942,0.07376057152112128
2021-11-30,-0.008035091080885293,-0.08864198964193278,-0.06750151132299367,-0.015889272158673595,-0.0525427938876827
2021-12-31,0.046247789166566244,-0.13397560181685791,-0.05256726954926416,0.00015164976129258267,-0.0996363385270929
2022-01-31,-0.05274115145927072,-0.11548220669354221,-0.18042436226556172,-0.01173056105109238,0.015455756373164053
2022-02-28,-0.029517127595334425,0.008675737461812428,0.0011700693637152204,-0.023261988886560746,-0.025421405324666458
2022-03-31,0.03759043882493929,0.05027341516336799,0.03296194673389552,0.02274475556265283,0.04551575661295015
2022-04-30,-0.08776915576052735,-0.21606352041377352,-0.12846374643957048,-0.20281828924413955,-0.1870057562103173
2022-05-31,0.0022573811022454926,-0.06510749233744002,0.037341871684453555,-0.11700088439076009,-0.032349519465372324
2022-06-30,-0.08246052969983242,-0.10345578595721305,-0.1021469055821457,-0.10345578595721305,-0.04530436725522067
2022-07-31,0.09208746343013763,0.23973714603292556,0.18488358409178388,0.21857708917903157,0.06354817870761606
2022-08-31,-0.04080186552662257,-0.1323073792873051,-0.10280171780861783,-0.09217791703452946,-0.030428381877991417
2022-09-30,-0.09244604817925062,-0.09842311936120458,-0.11114505075083272,-0.0697822244868331,-0.11868841602113614
2022-10-31,0.08127567349793186,0.030907676728395606,0.07745611084549457,0.015669182503249467,0.007796490605746631
2022-11-30,0.05559154192874005,0.026618316432476453,0.06378049079588685,0.026618316432476453,0.01652830151350857
2022-12-31,-0.05762839473229031,-0.18883621726711947,-0.1946750246988312,-0.14850087151671046,-0.07252931792884092
2023-01-31,0.06288752290997679,0.3824564717187174,0.22318281279262792,0.3332614073659446,0.2436539334079077
2023-02-28,-0.02514267656877056,0.07490851449587851,-0.0034569613633738784,0.06807688634921731,-0.031203746446186287
2023-03-31,0.03707774554924126,-0.0039945140095613675,0.058661660410372754,0.01539039324912741,0.05853867986429018
2023-04-30,0.015975065829192836,-0.053391283448058414,-0.01107349815682197,-0.05128169935837672,0.019326955765201957
2023-05-31,0.0046161307261942675,0.25887047726765544,0.23479747040300322,0.25887047726765544,0.012278988708789096
2023-06-30,0.06479981580356386,0.13429546160778166,0.06166344947512927,0.13876057147184925,0.07228531326078906
2023-07-31,0.03273316768215451,0.07859356427678484,0.0651015680896961,0.08849192655767435,0.04551166245794451
2023-08-31,-0.016251864424745355,0.02331202077950547,-0.021400352370071186,-0.0105686966287174,0.040029465327016324
2023-09-30,-0.04743448186401067,-0.022456883233203072,-0.047817638832506934,-0.02152989726837389,-0.04687691896709856
2023-10-31,-0.021708562083937344,0.02742219194398745,-0.011225786416340732,-0.05004485806312202,-0.013478788043854228
2023-11-30,0.09134375414821427,0.14816040327342778,0.11728014199460172,0.06041587993615303,0.20373801238885064
2023-12-31,0.04565538791339052,0.04349958888093168,0.026214333134981005,0.06533758060790178,0.0058527508940294124
2024-01-31,0.015926345684363463,-0.012355043556410572,0.0004248114360639654,-0.06041730298619703,0.0021874731778967816
2024-02-29,0.052186909820852945,0.3192497910508795,-0.009580599639029352,-0.013554479464172963,0.003898277059864319
2024-03-31,0.03270173622781991,-0.018261029500506364,-0.0046972605673185844,0.02460011690026953,0.0015300842725453068
2024-04-30,-0.04031939106571847,-0.007305243274330309,-0.0041347658936487395,0.012408880572046721,-0.05335971486491211
2024-05-31,0.05057964472834686,0.13034657051707624,0.019452646679503527,0.08881932111668119,0.032895285023816556
2024-06-30,0.03528004425537823,0.002578552741269746,0.035463428464795645,0.017933879900647785,0.038675503156036385
2024-07-31,0.01210905711426813,0.009654879024128293,0.010075008240216099,-0.023602922359519617,0.006996644301556998
2024-08-31,0.02336566387817607,-0.017289140946264325,0.010429285434103219,-0.006405789069850898,0.014233489874823802
2024-09-30,0.021004661564918203,0.1823405738080764,0.07168329363618467,0.15157656951435242,0.0707329306363178
2024-10-31,-0.008923666609180536,-0.0561797521344054,-0.06478858212278245,-0.054228215900462784,-0.056481045054128765
2024-11-30,0.0596335283449696,0.06571176085678007,0.027075830205303863,0.055515368635467376,0.08118409804031548
2024-12-31,-0.024060184703887377,-0.05597668623900367,-0.010834351585238534,0.025298887387955316,0.046454226062935124
2025-01-31,0.026856516270723496,0.03236120342851878,0.012287305312694619,0.01066617414234532,0.04787901267991716
2025-02-28,-0.012694837033450312,-0.015607797613495044,-0.03301964508407471,0.04112014691981636,0.05191216900013591
2025-03-31,-0.05571919586383445,-0.02629588488406236,-0.060244373361714995,0.015802895951430494,-0.06577390744691809
2025-04-30,-0.008670229175496758,0.11325068937046152,0.0072510324185469655,-0.05720114104338177,0.0562214468257793
2025-05-31,0.06284501787581465,0.1195102207398387,0.1327970372924284,0.049680939836890745,0.0886515109427769
2025-06-30,0.051386182837998895,0.07983566004475602,0.1104489631344951,0.11343789511064747,0.024094058208570378
2025-07-31,0.023031505020404186,0.06368185892613268,-0.014006599178150125,0.06980259346902318,-0.008803841525076739
2025-08-31,0.020519492148202145,0.049868479505108684,0.049868479505108684,0.051762488354775774,0.06148118976814918
2025-09-30,0.03562036952182912,0.1187614785007857,0.07348823708491267,0.052481621030318684,0.07923465501828857
2025-10-31,0.023837458474752493,0.0704992621189903,-0.02521640622562682,0.04468700079660228,-0.024181194621353975
2025-11-30,0.0019499283249213573,-0.09660543434287835,-0.0352173124225972,0.04262109859232925,-0.06904572426022307
2025-12-31,0.000797497311368911,-0.05741099663517633,-0.04138113903508087,-0.04760051657157689,-0.005716288008492642
